env_name,seed,problem,n_candidates,method,selected_index,uses_truth,validation_gate_method,selected_true_return,regret_to_candidate_oracle,candidate_oracle_return,regret_to_full_pool_oracle,full_pool_oracle_return,selected_pred_mean,selected_pred_std,sample_over_mean,selected_action_ood_mass,selected_is_teacher,selected_is_cem,calibration_beta
Pendulum-v1,0,0,8,random,1,False,,-7.276358230943566,7.447181742392672e-07,-7.2763574862253915,2.1821226567908525e-06,-7.276356048820909,-201.64723250556628,0.3233363472257552,-0.33296654239688905,0.36,0.0,0.0,4.0
Pendulum-v1,0,0,8,oracle,3,True,,-7.2763574862253915,0.0,-7.2763574862253915,1.4374044825515853e-06,-7.276356048820909,-201.12408019602628,0.30179207298999006,-0.31805138749373896,0.12,0.0,0.0,4.0
Pendulum-v1,0,0,8,mean_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,posterior_sample_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,thompson_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,ucb_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,pessimistic_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,quantile_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,calibrated_pessimistic_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,validation_gated_bon,0,False,calibrated_pessimistic_bon,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,8,scripted_teacher,-1,True,,-7.278531129895769,0.002173643670377423,-7.2763574862253915,0.0021750810748599747,-7.276356048820909,-205.98313038156547,0.41055710675300416,0.4385339918130171,0.36,1.0,0.0,4.0
Pendulum-v1,0,0,8,cem_mean_mpc,-1,False,,-7.277313601257411,0.0009561150320198664,-7.2763574862253915,0.000957552436502418,-7.276356048820909,-170.2382909740971,0.2758321158528896,-0.29677029816954814,0.64,0.0,1.0,4.0
Pendulum-v1,0,0,32,random,17,False,,-7.276358634880252,1.1486548601169488e-06,-7.2763574862253915,2.586059342668534e-06,-7.276356048820909,-196.1316684465037,0.2827744539318372,0.14107876315461,0.4,0.0,0.0,4.0
Pendulum-v1,0,0,32,oracle,3,True,,-7.2763574862253915,0.0,-7.2763574862253915,1.4374044825515853e-06,-7.276356048820909,-201.12408019602628,0.30179207298999006,-0.31805138749373896,0.12,0.0,0.0,4.0
Pendulum-v1,0,0,32,mean_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
Pendulum-v1,0,0,32,posterior_sample_bon,0,False,,-7.280291731409909,0.003934245184517238,-7.2763574862253915,0.003935682588999789,-7.276356048820909,-184.4264629192123,0.2782680465170296,0.3910962290018176,0.48,0.0,0.0,4.0
