preset,seed,calibration_beta,calibration_mean_abs_error,calibration_mean_std
smoke,0,1.042698684093613,0.6199816979949001,3.483099371388085
smoke,1,1.2829569091064834,1.0141374992157404,4.113780053152295
smoke,2,1.0553986164860758,1.1213062097103423,4.617149079487438
