env_name,seed,problem,n_candidates,method,selected_index,uses_truth,validation_gate_method,selected_true_return,regret_to_candidate_oracle,candidate_oracle_return,regret_to_full_pool_oracle,full_pool_oracle_return,selected_pred_mean,selected_pred_std,sample_over_mean,selected_action_ood_mass,selected_is_cem,calibration_beta
InvertedPendulum-v5,1,3,96,thompson_bon,45,False,,0.0,14.0,14.0,14.0,14.0,-1303.4365983186926,2241.485512643504,-137.5058413670872,0.4,0.0,4.0
InvertedPendulum-v5,1,3,96,ucb_bon,45,False,,0.0,14.0,14.0,14.0,14.0,-1303.4365983186926,2241.485512643504,-137.5058413670872,0.4,0.0,4.0
InvertedPendulum-v5,1,3,96,pessimistic_bon,36,False,,0.0,14.0,14.0,14.0,14.0,-1081.4015219357814,531.0539326426481,-65.84809586268534,0.15,0.0,4.0
InvertedPendulum-v5,1,3,96,quantile_bon,45,False,,0.0,14.0,14.0,14.0,14.0,-1303.4365983186926,2241.485512643504,-137.5058413670872,0.4,0.0,4.0
InvertedPendulum-v5,1,3,96,calibrated_pessimistic_bon,36,False,,0.0,14.0,14.0,14.0,14.0,-1081.4015219357814,531.0539326426481,-65.84809586268534,0.15,0.0,4.0
InvertedPendulum-v5,1,3,96,validation_gated_bon,36,False,calibrated_pessimistic_bon,0.0,14.0,14.0,14.0,14.0,-1081.4015219357814,531.0539326426481,-65.84809586268534,0.15,0.0,4.0
InvertedPendulum-v5,1,3,96,cem_mean_mpc,-1,False,,9.0,5.0,14.0,5.0,14.0,-1882.1771692192451,837.765686287742,-69.90173723998441,0.4,1.0,4.0
InvertedPendulum-v5,1,4,8,random,4,False,,6.0,1.0,7.0,6.0,12.0,-98087.78320629979,6059.404972204145,9587.196231292954,0.45,0.0,4.0
InvertedPendulum-v5,1,4,8,oracle,1,True,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,mean_bon,1,False,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,posterior_sample_bon,1,False,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,thompson_bon,1,False,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,ucb_bon,1,False,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,pessimistic_bon,1,False,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,quantile_bon,1,False,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,calibrated_pessimistic_bon,1,False,,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,validation_gated_bon,1,False,calibrated_pessimistic_bon,7.0,0.0,7.0,5.0,12.0,-50717.0074787506,6347.265174555156,9602.61972452492,0.3,0.0,4.0
InvertedPendulum-v5,1,4,8,cem_mean_mpc,-1,False,,2.0,5.0,7.0,10.0,12.0,-434.26585087526536,419.43783518284846,428.39172807798326,0.55,1.0,4.0
InvertedPendulum-v5,1,4,32,random,14,False,,1.0,11.0,12.0,11.0,12.0,-127435.78018398877,15855.792243110254,-9945.06336526465,0.625,0.0,4.0
InvertedPendulum-v5,1,4,32,oracle,8,True,,12.0,0.0,12.0,0.0,12.0,-49792.35648416131,6491.048460144095,-3168.0734771352654,0.075,0.0,4.0
InvertedPendulum-v5,1,4,32,mean_bon,26,False,,8.0,4.0,12.0,4.0,12.0,-12671.781579949728,1612.3490078932227,1223.413041707654,0.25,0.0,4.0
InvertedPendulum-v5,1,4,32,posterior_sample_bon,29,False,,1.0,11.0,12.0,11.0,12.0,-14294.574163076748,6213.704061561649,5365.581669356423,0.6,0.0,4.0
InvertedPendulum-v5,1,4,32,thompson_bon,26,False,,8.0,4.0,12.0,4.0,12.0,-12671.781579949728,1612.3490078932227,1223.413041707654,0.25,0.0,4.0
InvertedPendulum-v5,1,4,32,ucb_bon,29,False,,1.0,11.0,12.0,11.0,12.0,-14294.574163076748,6213.704061561649,5365.581669356423,0.6,0.0,4.0
InvertedPendulum-v5,1,4,32,pessimistic_bon,26,False,,8.0,4.0,12.0,4.0,12.0,-12671.781579949728,1612.3490078932227,1223.413041707654,0.25,0.0,4.0
InvertedPendulum-v5,1,4,32,quantile_bon,26,False,,8.0,4.0,12.0,4.0,12.0,-12671.781579949728,1612.3490078932227,1223.413041707654,0.25,0.0,4.0
InvertedPendulum-v5,1,4,32,calibrated_pessimistic_bon,26,False,,8.0,4.0,12.0,4.0,12.0,-12671.781579949728,1612.3490078932227,1223.413041707654,0.25,0.0,4.0
InvertedPendulum-v5,1,4,32,validation_gated_bon,26,False,calibrated_pessimistic_bon,8.0,4.0,12.0,4.0,12.0,-12671.781579949728,1612.3490078932227,1223.413041707654,0.25,0.0,4.0
InvertedPendulum-v5,1,4,32,cem_mean_mpc,-1,False,,2.0,10.0,12.0,10.0,12.0,-434.26585087526536,419.43783518284846,458.5085834984827,0.55,1.0,4.0
InvertedPendulum-v5,1,4,96,random,7,False,,2.0,10.0,12.0,10.0,12.0,-56781.4694857759,5510.81066764563,1994.0445288454575,0.6,0.0,4.0
InvertedPendulum-v5,1,4,96,oracle,8,True,,12.0,0.0,12.0,0.0,12.0,-49792.35648416131,6491.048460144095,-3168.0734771352654,0.075,0.0,4.0
InvertedPendulum-v5,1,4,96,mean_bon,35,False,,12.0,0.0,12.0,0.0,12.0,-8911.898894227332,1268.7645772658345,-953.0628823478655,0.225,0.0,4.0
InvertedPendulum-v5,1,4,96,posterior_sample_bon,29,False,,1.0,11.0,12.0,11.0,12.0,-14294.574163076748,6213.704061561649,5365.581669356423,0.6,0.0,4.0
InvertedPendulum-v5,1,4,96,thompson_bon,35,False,,12.0,0.0,12.0,0.0,12.0,-8911.898894227332,1268.7645772658345,-953.0628823478655,0.225,0.0,4.0
InvertedPendulum-v5,1,4,96,ucb_bon,35,False,,12.0,0.0,12.0,0.0,12.0,-8911.898894227332,1268.7645772658345,-953.0628823478655,0.225,0.0,4.0
InvertedPendulum-v5,1,4,96,pessimistic_bon,35,False,,12.0,0.0,12.0,0.0,12.0,-8911.898894227332,1268.7645772658345,-953.0628823478655,0.225,0.0,4.0
InvertedPendulum-v5,1,4,96,quantile_bon,35,False,,12.0,0.0,12.0,0.0,12.0,-8911.898894227332,1268.7645772658345,-953.0628823478655,0.225,0.0,4.0
InvertedPendulum-v5,1,4,96,calibrated_pessimistic_bon,35,False,,12.0,0.0,12.0,0.0,12.0,-8911.898894227332,1268.7645772658345,-953.0628823478655,0.225,0.0,4.0
InvertedPendulum-v5,1,4,96,validation_gated_bon,35,False,calibrated_pessimistic_bon,12.0,0.0,12.0,0.0,12.0,-8911.898894227332,1268.7645772658345,-953.0628823478655,0.225,0.0,4.0
InvertedPendulum-v5,1,4,96,cem_mean_mpc,-1,False,,2.0,10.0,12.0,10.0,12.0,-434.26585087526536,419.43783518284846,-65.43699675908601,0.55,1.0,4.0
InvertedPendulum-v5,1,5,8,random,5,False,,6.0,1.0,7.0,6.0,12.0,-80272.57205417752,9000.496623814775,-6271.794682714244,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,oracle,3,True,,7.0,0.0,7.0,5.0,12.0,-87752.54141504719,11737.417696827142,26594.6382713146,0.0,0.0,4.0
InvertedPendulum-v5,1,5,8,mean_bon,1,False,,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,posterior_sample_bon,1,False,,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,thompson_bon,1,False,,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,ucb_bon,1,False,,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,pessimistic_bon,1,False,,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,quantile_bon,1,False,,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,calibrated_pessimistic_bon,1,False,,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,validation_gated_bon,1,False,calibrated_pessimistic_bon,2.0,5.0,7.0,10.0,12.0,-43842.66400985446,4363.52019664538,520.6561800509371,0.15,0.0,4.0
InvertedPendulum-v5,1,5,8,cem_mean_mpc,-1,False,,3.0,4.0,7.0,9.0,12.0,-1167.561788368048,708.2880397333197,465.63630648255923,0.625,1.0,4.0
InvertedPendulum-v5,1,5,32,random,16,False,,3.0,4.0,7.0,9.0,12.0,-84179.98145063769,10681.697894306888,-7360.7941756081855,0.25,0.0,4.0
InvertedPendulum-v5,1,5,32,oracle,3,True,,7.0,0.0,7.0,5.0,12.0,-87752.54141504719,11737.417696827142,26594.6382713146,0.0,0.0,4.0
InvertedPendulum-v5,1,5,32,mean_bon,30,False,,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,posterior_sample_bon,30,False,,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,thompson_bon,30,False,,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,ucb_bon,30,False,,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,pessimistic_bon,30,False,,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,quantile_bon,30,False,,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,calibrated_pessimistic_bon,30,False,,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,validation_gated_bon,30,False,calibrated_pessimistic_bon,5.0,2.0,7.0,7.0,12.0,-4431.482721382657,963.3254371567907,726.1507525324255,0.125,0.0,4.0
InvertedPendulum-v5,1,5,32,cem_mean_mpc,-1,False,,3.0,4.0,7.0,9.0,12.0,-1167.561788368048,708.2880397333197,-54.951177805149655,0.625,1.0,4.0
InvertedPendulum-v5,1,5,96,random,90,False,,5.0,7.0,12.0,7.0,12.0,-107524.98952287991,6233.420077838699,9456.080063736998,0.525,0.0,4.0
InvertedPendulum-v5,1,5,96,oracle,35,True,,12.0,0.0,12.0,0.0,12.0,-37925.8852733952,3382.3246611999434,1200.2253099114605,0.25,0.0,4.0
InvertedPendulum-v5,1,5,96,mean_bon,74,False,,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,posterior_sample_bon,74,False,,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,thompson_bon,74,False,,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,ucb_bon,74,False,,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,pessimistic_bon,74,False,,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,quantile_bon,74,False,,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,calibrated_pessimistic_bon,74,False,,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,validation_gated_bon,74,False,calibrated_pessimistic_bon,3.0,9.0,12.0,9.0,12.0,-2060.085654813653,579.8991774088109,-416.2934595907477,0.275,0.0,4.0
InvertedPendulum-v5,1,5,96,cem_mean_mpc,-1,False,,3.0,9.0,12.0,9.0,12.0,-1167.561788368048,708.2880397333197,-452.7290436446476,0.625,1.0,4.0
InvertedPendulum-v5,2,0,8,random,6,False,,5.0,0.0,5.0,12.0,17.0,-104972.40736298723,5958.7807886835735,10103.345536188936,0.425,0.0,4.0
InvertedPendulum-v5,2,0,8,oracle,5,True,,5.0,0.0,5.0,12.0,17.0,-93587.16661875541,3629.201549355301,-668.5645838869968,0.0,0.0,4.0
InvertedPendulum-v5,2,0,8,mean_bon,1,False,,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,posterior_sample_bon,1,False,,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,thompson_bon,1,False,,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,ucb_bon,1,False,,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,pessimistic_bon,1,False,,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,quantile_bon,1,False,,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,calibrated_pessimistic_bon,1,False,,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,validation_gated_bon,1,False,calibrated_pessimistic_bon,4.0,1.0,5.0,13.0,17.0,-50138.43442022375,2485.1030050740733,-937.7797632216825,0.175,0.0,4.0
InvertedPendulum-v5,2,0,8,cem_mean_mpc,-1,False,,3.0,2.0,5.0,14.0,17.0,-538.5559923348737,539.0063380303924,432.1972181603045,0.575,1.0,4.0
InvertedPendulum-v5,2,0,32,random,4,False,,2.0,6.0,8.0,15.0,17.0,-140107.9317934371,7710.181324318701,-571.4252475553367,0.675,0.0,4.0
InvertedPendulum-v5,2,0,32,oracle,19,True,,8.0,0.0,8.0,9.0,17.0,-24433.987840330323,2070.046747452853,-393.82941573835706,0.475,0.0,4.0
InvertedPendulum-v5,2,0,32,mean_bon,15,False,,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,posterior_sample_bon,15,False,,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,thompson_bon,15,False,,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,ucb_bon,15,False,,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,pessimistic_bon,15,False,,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,quantile_bon,15,False,,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,calibrated_pessimistic_bon,15,False,,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,validation_gated_bon,15,False,calibrated_pessimistic_bon,3.0,5.0,8.0,14.0,17.0,-13630.038171362357,1020.0867950006274,124.71284713906607,0.225,0.0,4.0
InvertedPendulum-v5,2,0,32,cem_mean_mpc,-1,False,,3.0,5.0,8.0,14.0,17.0,-538.5559923348737,539.0063380303924,398.778150865871,0.575,1.0,4.0
InvertedPendulum-v5,2,0,96,random,60,False,,2.0,15.0,17.0,15.0,17.0,-81237.20461635262,3328.576455270584,1536.2031668792479,0.275,0.0,4.0
InvertedPendulum-v5,2,0,96,oracle,48,True,,17.0,0.0,17.0,0.0,17.0,-10830.977262551783,707.8246473564609,516.5192329776492,0.175,0.0,4.0
InvertedPendulum-v5,2,0,96,mean_bon,63,False,,12.0,5.0,17.0,5.0,17.0,-10549.328543153006,829.2838188995281,166.63939240846594,0.275,0.0,4.0
InvertedPendulum-v5,2,0,96,posterior_sample_bon,48,False,,17.0,0.0,17.0,0.0,17.0,-10830.977262551783,707.8246473564609,516.5192329776492,0.175,0.0,4.0
InvertedPendulum-v5,2,0,96,thompson_bon,63,False,,12.0,5.0,17.0,5.0,17.0,-10549.328543153006,829.2838188995281,166.63939240846594,0.275,0.0,4.0
InvertedPendulum-v5,2,0,96,ucb_bon,63,False,,12.0,5.0,17.0,5.0,17.0,-10549.328543153006,829.2838188995281,166.63939240846594,0.275,0.0,4.0
InvertedPendulum-v5,2,0,96,pessimistic_bon,63,False,,12.0,5.0,17.0,5.0,17.0,-10549.328543153006,829.2838188995281,166.63939240846594,0.275,0.0,4.0
InvertedPendulum-v5,2,0,96,quantile_bon,63,False,,12.0,5.0,17.0,5.0,17.0,-10549.328543153006,829.2838188995281,166.63939240846594,0.275,0.0,4.0
InvertedPendulum-v5,2,0,96,calibrated_pessimistic_bon,48,False,,17.0,0.0,17.0,0.0,17.0,-10830.977262551783,707.8246473564609,516.5192329776492,0.175,0.0,4.0
InvertedPendulum-v5,2,0,96,validation_gated_bon,48,False,calibrated_pessimistic_bon,17.0,0.0,17.0,0.0,17.0,-10830.977262551783,707.8246473564609,516.5192329776492,0.175,0.0,4.0
InvertedPendulum-v5,2,0,96,cem_mean_mpc,-1,False,,3.0,14.0,17.0,14.0,17.0,-538.5559923348737,539.0063380303924,432.1972181603045,0.575,1.0,4.0
InvertedPendulum-v5,2,1,8,random,5,False,,4.0,12.0,16.0,12.0,16.0,-64097.69214269287,2598.081883946087,2155.6027095819154,0.2,0.0,4.0
InvertedPendulum-v5,2,1,8,oracle,1,True,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,mean_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,posterior_sample_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,thompson_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,ucb_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,pessimistic_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,quantile_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,calibrated_pessimistic_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,validation_gated_bon,1,False,calibrated_pessimistic_bon,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,8,cem_mean_mpc,-1,False,,7.0,9.0,16.0,9.0,16.0,-116.36393238053068,125.12091812404809,100.19656790652446,0.5,1.0,4.0
InvertedPendulum-v5,2,1,32,random,24,False,,2.0,14.0,16.0,14.0,16.0,-100352.35586918761,6630.090759039682,10638.9292256474,0.4,0.0,4.0
InvertedPendulum-v5,2,1,32,oracle,1,True,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,mean_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,posterior_sample_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,thompson_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,ucb_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,pessimistic_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,quantile_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,calibrated_pessimistic_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,validation_gated_bon,1,False,calibrated_pessimistic_bon,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,32,cem_mean_mpc,-1,False,,7.0,9.0,16.0,9.0,16.0,-116.36393238053068,125.12091812404809,100.19656790652446,0.5,1.0,4.0
InvertedPendulum-v5,2,1,96,random,87,False,,6.0,10.0,16.0,10.0,16.0,-109605.55569126422,4257.835927811538,2273.9159933590417,0.525,0.0,4.0
InvertedPendulum-v5,2,1,96,oracle,1,True,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,mean_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,posterior_sample_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,thompson_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,ucb_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,pessimistic_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,quantile_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,calibrated_pessimistic_bon,1,False,,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,validation_gated_bon,1,False,calibrated_pessimistic_bon,16.0,0.0,16.0,0.0,16.0,-3102.3204123240744,250.6211031753838,-366.08838209246005,0.175,0.0,4.0
InvertedPendulum-v5,2,1,96,cem_mean_mpc,-1,False,,7.0,9.0,16.0,9.0,16.0,-116.36393238053068,125.12091812404809,67.73073469812282,0.5,1.0,4.0
InvertedPendulum-v5,2,2,8,random,2,False,,3.0,3.0,6.0,19.0,22.0,-109061.51356534244,6616.205878796167,-7294.355129765114,0.0,0.0,4.0
InvertedPendulum-v5,2,2,8,oracle,0,True,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,mean_bon,0,False,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,posterior_sample_bon,0,False,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,thompson_bon,0,False,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,ucb_bon,0,False,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,pessimistic_bon,0,False,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,quantile_bon,0,False,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,calibrated_pessimistic_bon,0,False,,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,validation_gated_bon,0,False,calibrated_pessimistic_bon,6.0,0.0,6.0,16.0,22.0,-33802.588022767246,3284.1179315422423,-4953.750802227398,0.15,0.0,4.0
InvertedPendulum-v5,2,2,8,cem_mean_mpc,-1,False,,25.0,-19.0,6.0,-3.0,22.0,-956.5395191611711,300.9197800441192,-21.557396573785468,0.55,1.0,4.0
InvertedPendulum-v5,2,2,32,random,4,False,,4.0,18.0,22.0,18.0,22.0,-129096.86483477667,6969.848804852542,5635.519558799089,0.65,0.0,4.0
InvertedPendulum-v5,2,2,32,oracle,23,True,,22.0,0.0,22.0,0.0,22.0,-1041.4179270056318,176.6586624747826,-30.13102870602279,0.0,0.0,4.0
InvertedPendulum-v5,2,2,32,mean_bon,23,False,,22.0,0.0,22.0,0.0,22.0,-1041.4179270056318,176.6586624747826,-30.13102870602279,0.0,0.0,4.0
