env_name,n_candidates,comparison,paired_replicates,true_return_gap_mean,true_return_gap_stderr,true_return_gap_ci95_low,true_return_gap_ci95_high,regret_gap_mean,lhs_worse_rate
InvertedPendulum-v5,96,gate_minus_sample,18,0.6111111111111112,0.6111111111111112,-0.5866666666666667,1.808888888888889,-0.6111111111111112,0.0
InvertedPendulum-v5,96,gate_minus_lcb,18,0.0,0.0,0.0,0.0,0.0,0.0
InvertedPendulum-v5,96,gate_minus_mean,18,0.8333333333333334,0.6063390625908325,-0.3550912293446983,2.021757896011365,-0.8333333333333334,0.0
InvertedPendulum-v5,96,sample_minus_lcb,18,-0.6111111111111112,0.6111111111111112,-1.808888888888889,0.5866666666666667,0.6111111111111112,0.05555555555555555
InvertedPendulum-v5,96,sample_minus_mean,18,0.2222222222222222,0.8949953647798894,-1.5319686927463612,1.9764131371908054,-0.2222222222222222,0.05555555555555555
InvertedPendulum-v5,96,ucb_minus_lcb,18,-1.0,0.6156987634551992,-2.2067695763721904,0.2067695763721904,1.0,0.16666666666666666
InvertedPendulum-v5,96,gate_minus_cem,18,2.4444444444444446,2.485542802097819,-2.42721944766728,7.316108336556169,-2.4444444444444446,0.3333333333333333
InvertedPendulum-v5,96,lcb_minus_cem,18,2.4444444444444446,2.485542802097819,-2.42721944766728,7.316108336556169,-2.4444444444444446,0.3333333333333333
Reacher-v5,96,gate_minus_sample,18,0.3471138378650426,0.39415063085423463,-0.4254213986092573,1.1196490743393426,-0.3471138378650426,0.05555555555555555
Reacher-v5,96,gate_minus_lcb,18,0.0,0.0,0.0,0.0,0.0,0.0
Reacher-v5,96,gate_minus_mean,18,-0.04228292042555055,0.04228292042555054,-0.12515744445962962,0.040591603608528516,0.04228292042555055,0.05555555555555555
Reacher-v5,96,sample_minus_lcb,18,-0.3471138378650426,0.39415063085423463,-1.1196490743393426,0.4254213986092573,0.3471138378650426,0.05555555555555555
Reacher-v5,96,sample_minus_mean,18,-0.3893967582905931,0.3893967582905931,-1.1526144045401556,0.37382088795896934,0.3893967582905931,0.05555555555555555
Reacher-v5,96,ucb_minus_lcb,18,-63.5537545275617,2.9196643229275834,-69.27629660049976,-57.83121245462364,63.5537545275617,1.0
Reacher-v5,96,gate_minus_cem,18,16.06360775375974,0.8767537716324736,14.345170361360092,17.782045146159387,-16.06360775375974,0.0
Reacher-v5,96,lcb_minus_cem,18,16.06360775375974,0.8767537716324736,14.345170361360092,17.782045146159387,-16.06360775375974,0.0
