env_name,n_candidates,method,replicates,selected_true_return_mean,selected_true_return_stderr,regret_to_candidate_oracle_mean,regret_to_candidate_oracle_stderr,candidate_oracle_return_mean,candidate_oracle_return_stderr,regret_to_full_pool_oracle_mean,regret_to_full_pool_oracle_stderr,full_pool_oracle_return_mean,full_pool_oracle_return_stderr,selected_pred_mean_mean,selected_pred_mean_stderr,selected_pred_std_mean,selected_pred_std_stderr,sample_over_mean_mean,sample_over_mean_stderr,selected_action_ood_mass_mean,selected_action_ood_mass_stderr,selected_is_cem_mean,selected_is_cem_stderr,calibration_beta_mean,calibration_beta_stderr
InvertedPendulum-v5,8,calibrated_pessimistic_bon,18,7.5,1.4490249144215497,1.9444444444444444,0.6021324969938867,9.444444444444445,1.160972722152916,10.777777777777779,1.6139821162593282,18.27777777777778,1.2980768972145151,-34628.23974015033,6098.112401295418,2948.214113228261,472.4496975046985,266.50136864518674,845.9956322425545,0.28611111111111115,0.042454426845158426,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,cem_mean_mpc,18,8.277777777777779,1.6838439442144522,1.1666666666666667,1.6866449661473117,9.444444444444445,1.160972722152916,10.0,1.5571886851975227,18.27777777777778,1.2980768972145151,-929.5061278191047,198.88014721060105,512.7260842339856,102.16114264323392,-100.80322625366117,170.93946930953092,0.5347222222222222,0.022878880513821535,1.0,0.0,4.0,0.0
InvertedPendulum-v5,8,mean_bon,18,7.5,1.4490249144215497,1.9444444444444444,0.6021324969938867,9.444444444444445,1.160972722152916,10.777777777777779,1.6139821162593282,18.27777777777778,1.2980768972145151,-34628.23974015033,6098.112401295418,2948.214113228261,472.4496975046985,266.50136864518674,845.9956322425545,0.28611111111111115,0.042454426845158426,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,oracle,18,9.444444444444445,1.160972722152916,0.0,0.0,9.444444444444445,1.160972722152916,8.833333333333334,1.4669562993878602,18.27777777777778,1.2980768972145151,-55191.978428081326,9283.936529509083,4992.262775200519,1035.3718513592885,2940.2920514118714,1864.755189601219,0.2041666666666667,0.060574927944033394,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,pessimistic_bon,18,7.5,1.4490249144215497,1.9444444444444444,0.6021324969938867,9.444444444444445,1.160972722152916,10.777777777777779,1.6139821162593282,18.27777777777778,1.2980768972145151,-34628.23974015033,6098.112401295418,2948.214113228261,472.4496975046985,266.50136864518674,845.9956322425545,0.28611111111111115,0.042454426845158426,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,posterior_sample_bon,18,7.5,1.4490249144215497,1.9444444444444444,0.6021324969938867,9.444444444444445,1.160972722152916,10.777777777777779,1.6139821162593282,18.27777777777778,1.2980768972145151,-34628.23974015033,6098.112401295418,2948.214113228261,472.4496975046985,266.50136864518674,845.9956322425545,0.28611111111111115,0.042454426845158426,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,quantile_bon,18,7.5,1.4490249144215497,1.9444444444444444,0.6021324969938867,9.444444444444445,1.160972722152916,10.777777777777779,1.6139821162593282,18.27777777777778,1.2980768972145151,-34628.23974015033,6098.112401295418,2948.214113228261,472.4496975046985,266.50136864518674,845.9956322425545,0.28611111111111115,0.042454426845158426,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,random,18,3.8333333333333335,0.4591125283909057,5.611111111111111,1.1885589915515202,9.444444444444445,1.160972722152916,14.444444444444445,1.328968891726937,18.27777777777778,1.2980768972145151,-103592.61132834006,5678.321039060676,7265.2102796929585,1026.3141638863306,-2624.4358262273327,2416.6296537099233,0.3513888888888889,0.0735278231491424,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,thompson_bon,18,7.333333333333333,1.4752866122334654,2.111111111111111,0.6562364913711497,9.444444444444445,1.160972722152916,10.944444444444445,1.6299328792913277,18.27777777777778,1.2980768972145151,-34671.351707162175,6084.668406420937,3037.2236566707975,451.2630423665317,199.39294544810068,851.7451632530167,0.3125,0.04556516915937958,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,ucb_bon,18,7.555555555555555,1.4713433065180404,1.8888888888888888,0.6562364913711497,9.444444444444445,1.160972722152916,10.722222222222221,1.4946649253010524,18.27777777777778,1.2980768972145151,-34839.93014539692,6124.705449328315,3236.1879573880806,504.17768098308744,326.2435650499674,877.9536930166406,0.30694444444444446,0.04616880594054073,0.0,0.0,4.0,0.0
InvertedPendulum-v5,8,validation_gated_bon,18,7.5,1.4490249144215497,1.9444444444444444,0.6021324969938867,9.444444444444445,1.160972722152916,10.777777777777779,1.6139821162593282,18.27777777777778,1.2980768972145151,-34628.23974015033,6098.112401295418,2948.214113228261,472.4496975046985,266.50136864518674,845.9956322425545,0.28611111111111115,0.042454426845158426,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,calibrated_pessimistic_bon,18,10.38888888888889,2.0534346946093556,4.055555555555555,0.8762375831394289,14.444444444444445,1.6112801353753008,7.888888888888889,1.497031679339815,18.27777777777778,1.2980768972145151,-6536.169773724293,1615.4404291449214,911.6480410053666,224.98657702245174,6.5679624590235965,239.7882072623007,0.17777777777777776,0.03563665179760159,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,cem_mean_mpc,18,8.277777777777779,1.6838439442144522,6.166666666666667,1.3961899602950734,14.444444444444445,1.6112801353753008,10.0,1.5571886851975227,18.27777777777778,1.2980768972145151,-929.5061278191047,198.88014721060105,512.7260842339856,102.16114264323392,37.60580599068019,184.71420111631986,0.5347222222222222,0.022878880513821535,1.0,0.0,4.0,0.0
InvertedPendulum-v5,32,mean_bon,18,10.666666666666666,2.214037213850238,3.7777777777777777,0.9550538278487755,14.444444444444445,1.6112801353753008,7.611111111111111,1.594801376550175,18.27777777777778,1.2980768972145151,-6356.16614355136,1621.2121027970854,976.263118683678,243.8453834270427,17.377526502940455,239.65619788263794,0.17222222222222222,0.04076920178380487,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,oracle,18,14.444444444444445,1.6112801353753008,0.0,0.0,14.444444444444445,1.6112801353753008,3.8333333333333335,1.007326105267277,18.27777777777778,1.2980768972145151,-34211.68452880105,7351.2647694943735,3521.3351103253444,866.5958732714361,2496.729213754542,1733.4935401933963,0.17222222222222222,0.05172233279264805,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,pessimistic_bon,18,10.11111111111111,2.1142048195200074,4.333333333333333,0.9868415319342446,14.444444444444445,1.6112801353753008,8.166666666666666,1.5344624998346141,18.27777777777778,1.2980768972145151,-6359.223848325738,1620.6252366230046,972.7026405324682,244.55712249706764,22.78111790679034,239.65410491943433,0.18333333333333335,0.039502626701776046,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,posterior_sample_bon,18,9.666666666666666,2.1783245945486835,4.777777777777778,1.0711778245163859,14.444444444444445,1.6112801353753008,8.61111111111111,1.5406027359846723,18.27777777777778,1.2980768972145151,-6604.982360858498,1617.449432332762,1303.5493895490918,378.2646405270033,411.217915324538,403.27395527861694,0.20416666666666664,0.04578874836817647,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,quantile_bon,18,10.11111111111111,2.1142048195200074,4.333333333333333,0.9868415319342446,14.444444444444445,1.6112801353753008,8.166666666666666,1.5344624998346141,18.27777777777778,1.2980768972145151,-6359.223848325738,1620.6252366230046,972.7026405324682,244.55712249706764,22.78111790679034,239.65410491943433,0.18333333333333335,0.039502626701776046,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,random,18,2.888888888888889,0.41921876368168826,11.555555555555555,1.4399124479153527,14.444444444444445,1.6112801353753008,15.38888888888889,1.2076523135343613,18.27777777777778,1.2980768972145151,-106919.86805691174,8750.586996728824,7507.0662668337545,959.6005774129407,366.9260686604604,1633.0229819189697,0.37916666666666665,0.06398561163833652,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,thompson_bon,18,9.944444444444445,2.14426156557057,4.5,0.9975460085708762,14.444444444444445,1.6112801353753008,8.333333333333334,1.567646752259348,18.27777777777778,1.2980768972145151,-6402.3358153375775,1614.317581436788,1061.7121839750052,246.8294717078217,-44.3273052902957,255.48210408124686,0.20972222222222225,0.0464041499690495,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,ucb_bon,18,10.11111111111111,2.303576203660554,4.333333333333333,1.0478736639911677,14.444444444444445,1.6112801353753008,8.166666666666666,1.6234595514002437,18.27777777777778,1.2980768972145151,-6489.433254070256,1637.8633845477777,1320.9034984411273,377.27961162302233,180.38958261967485,390.70795293818543,0.21805555555555556,0.052774552705040896,0.0,0.0,4.0,0.0
InvertedPendulum-v5,32,validation_gated_bon,18,10.38888888888889,2.0534346946093556,4.055555555555555,0.8762375831394289,14.444444444444445,1.6112801353753008,7.888888888888889,1.497031679339815,18.27777777777778,1.2980768972145151,-6536.169773724293,1615.4404291449214,911.6480410053666,224.98657702245174,6.5679624590235965,239.7882072623007,0.17777777777777776,0.03563665179760159,0.0,0.0,4.0,0.0
InvertedPendulum-v5,96,calibrated_pessimistic_bon,18,10.722222222222221,2.104780670354455,7.555555555555555,1.4170350667987723,18.27777777777778,1.2980768972145151,7.555555555555555,1.4170350667987723,18.27777777777778,1.2980768972145151,-2430.180148622592,773.6851794837664,471.70394933203403,152.42217325275263,-10.526356246924642,139.86883217975415,0.22499999999999998,0.0364364430081336,0.0,0.0,4.0,0.0
